group	label	param	source_param_value	target_param_value	fractional_error_mass	share_within_source_param_value
anc_bucket	bare	clause_wo	svo	svo	923.0	0.5617772367620207
anc_bucket	bare	clause_wo	svo	vos	636.0	0.3870967741935484
anc_bucket	bare	clause_wo	vos	sov	37.5	0.02109111361079865
anc_bucket	bare	clause_wo	vos	svo	95.5	0.05371203599550056
anc_bucket	bare	clause_wo	vos	vos	1645.0	0.9251968503937008
anc_bucket	bare	comp_system_code	b	b	1110.5	0.5255560814008519
anc_bucket	bare	comp_system_code	b	d	1002.5	0.47444391859914814
anc_bucket	bare	comp_system_code	d	b	1563.0	0.5064808813998704
anc_bucket	bare	comp_system_code	d	d	1523.0	0.4935191186001296
anc_bucket	bare	np_wo	gn	gn	1257.5	0.4685171385991058
anc_bucket	bare	np_wo	gn	ng	1426.5	0.5314828614008942
anc_bucket	bare	np_wo	ng	gn	1389.0	0.5522862823061631
anc_bucket	bare	np_wo	ng	ng	1126.0	0.447713717693837
anc_bucket	bare	strategy_code	ep	ep	228.75	0.2395287958115183
anc_bucket	bare	strategy_code	ep	no	223.75	0.2342931937172775
anc_bucket	bare	strategy_code	ep	pa	251.25	0.2630890052356021
anc_bucket	bare	strategy_code	ep	se	251.25	0.2630890052356021
anc_bucket	bare	strategy_code	no	ep	513.0	0.39370683039140447
anc_bucket	bare	strategy_code	no	no	287.0	0.2202609363008442
anc_bucket	bare	strategy_code	no	pa	251.5	0.19301611665387566
anc_bucket	bare	strategy_code	no	se	251.5	0.19301611665387566
anc_bucket	bare	strategy_code	pa	ep	710.25	0.4370769230769231
anc_bucket	bare	strategy_code	pa	no	297.25	0.1829230769230769
anc_bucket	bare	strategy_code	pa	pa	308.75	0.19
anc_bucket	bare	strategy_code	pa	se	308.75	0.19
anc_bucket	bare	strategy_code	se	ep	477.25	0.36265197568389057
anc_bucket	bare	strategy_code	se	no	269.25	0.20459726443768997
anc_bucket	bare	strategy_code	se	pa	284.75	0.21637537993920972
anc_bucket	bare	strategy_code	se	se	284.75	0.21637537993920972
anc_bucket	none	alignment_code	ac	ac	20112.5	0.6270068896717274
anc_bucket	none	alignment_code	ac	er	11964.5	0.3729931103282726
anc_bucket	none	alignment_code	er	ac	4358.5	0.15592801946193474
anc_bucket	none	alignment_code	er	er	23593.5	0.8440719805380652
anc_bucket	none	anc_wo	ovs	ovs	424.5	0.0699341021416804
anc_bucket	none	anc_wo	ovs	sov	4788.5	0.7888797364085667
anc_bucket	none	anc_wo	ovs	svo	247.375	0.04075370675453048
anc_bucket	none	anc_wo	ovs	vos	609.625	0.10043245469522241
anc_bucket	none	anc_wo	sov	ovs	5727.875	0.27071911333774457
anc_bucket	none	anc_wo	sov	sov	7567.625	0.3576720389450799
anc_bucket	none	anc_wo	sov	svo	1580.375	0.07469396918423292
anc_bucket	none	anc_wo	sov	vos	6282.125	0.2969148785329426
anc_bucket	none	anc_wo	svo	ovs	184.5	0.016098071721490272
anc_bucket	none	anc_wo	svo	sov	1456.625	0.12709405811011257
anc_bucket	none	anc_wo	svo	svo	3207.0	0.27981851496379023
anc_bucket	none	anc_wo	svo	vos	6612.875	0.5769893552046069
anc_bucket	none	anc_wo	vos	ovs	316.0	0.014807872539831303
anc_bucket	none	anc_wo	vos	sov	5682.0	0.2662605435801312
anc_bucket	none	anc_wo	vos	svo	6879.625	0.32238167760074976
anc_bucket	none	anc_wo	vos	vos	8462.375	0.3965499062792877
anc_bucket	none	clause_wo	sov	sov	23251.5	0.8725420294205944
anc_bucket	none	clause_wo	sov	svo	929.5	0.03488066646652657
anc_bucket	none	clause_wo	sov	vos	2467.0	0.09257730411287901
anc_bucket	none	clause_wo	svo	sov	1037.0	0.06976587728740581
anc_bucket	none	clause_wo	svo	svo	7773.0	0.5229413347685683
anc_bucket	none	clause_wo	svo	vos	6054.0	0.40729278794402585
anc_bucket	none	clause_wo	vos	sov	383.5	0.020710698277258736
anc_bucket	none	clause_wo	vos	svo	538.5	0.02908138467354323
anc_bucket	none	clause_wo	vos	vos	17595.0	0.950207917049198
anc_bucket	none	comp_system_code	b	b	15274.5	0.5440411739564041
anc_bucket	none	comp_system_code	b	d	12801.5	0.45595882604359594
anc_bucket	none	comp_system_code	d	b	16562.0	0.5183237880637186
anc_bucket	none	comp_system_code	d	d	15391.0	0.4816762119362814
anc_bucket	none	np_wo	gn	gn	8296.5	0.2750099443118536
anc_bucket	none	np_wo	gn	ng	21871.5	0.7249900556881463
anc_bucket	none	np_wo	ng	gn	22278.0	0.7460567295134122
anc_bucket	none	np_wo	ng	ng	7583.0	0.2539432704865879
anc_bucket	none	strategy_code	ep	ep	3517.5	0.25
anc_bucket	none	strategy_code	ep	no	3517.5	0.25
anc_bucket	none	strategy_code	ep	pa	3517.5	0.25
anc_bucket	none	strategy_code	ep	se	3517.5	0.25
anc_bucket	none	strategy_code	no	ep	3603.75	0.25
anc_bucket	none	strategy_code	no	no	3603.75	0.25
anc_bucket	none	strategy_code	no	pa	3603.75	0.25
anc_bucket	none	strategy_code	no	se	3603.75	0.25
anc_bucket	none	strategy_code	pa	ep	3833.25	0.25
anc_bucket	none	strategy_code	pa	no	3833.25	0.25
anc_bucket	none	strategy_code	pa	pa	3833.25	0.25
anc_bucket	none	strategy_code	pa	se	3833.25	0.25
anc_bucket	none	strategy_code	se	ep	4052.75	0.25
anc_bucket	none	strategy_code	se	no	4052.75	0.25
anc_bucket	none	strategy_code	se	pa	4052.75	0.25
anc_bucket	none	strategy_code	se	se	4052.75	0.25
complexity_bucket	anc_bare	alignment_code	ac	ac	1514.0	0.5199175824175825
complexity_bucket	anc_bare	alignment_code	ac	er	1398.0	0.4800824175824176
complexity_bucket	anc_bare	alignment_code	er	ac	266.5	0.11652820288587669
complexity_bucket	anc_bare	alignment_code	er	er	2020.5	0.8834717971141233
complexity_bucket	anc_bare	anc_wo	ovs	ovs	43.5	0.09216101694915255
complexity_bucket	anc_bare	anc_wo	ovs	sov	276.5	0.5858050847457628
complexity_bucket	anc_bare	anc_wo	ovs	svo	9.625	0.020391949152542374
complexity_bucket	anc_bare	anc_wo	ovs	vos	142.375	0.3016419491525424
complexity_bucket	anc_bare	anc_wo	sov	ovs	345.75	0.2417832167832168
complexity_bucket	anc_bare	anc_wo	sov	sov	576.375	0.40305944055944054
complexity_bucket	anc_bare	anc_wo	sov	svo	101.125	0.07071678321678322
complexity_bucket	anc_bare	anc_wo	sov	vos	406.75	0.28444055944055946
complexity_bucket	anc_bare	anc_wo	svo	ovs	14.125	0.00994718309859155
complexity_bucket	anc_bare	anc_wo	svo	sov	498.75	0.3512323943661972
complexity_bucket	anc_bare	anc_wo	svo	svo	298.25	0.21003521126760563
complexity_bucket	anc_bare	anc_wo	svo	vos	608.875	0.42878521126760566
complexity_bucket	anc_bare	anc_wo	vos	ovs	31.0	0.016515716568993075
complexity_bucket	anc_bare	anc_wo	vos	sov	385.5	0.20538092701118807
complexity_bucket	anc_bare	anc_wo	vos	svo	530.75	0.2827650506126798
complexity_bucket	anc_bare	anc_wo	vos	vos	929.75	0.49533830580713906
complexity_bucket	anc_bare	clause_wo	sov	sov	1664.0	0.9358830146231721
complexity_bucket	anc_bare	clause_wo	sov	svo	24.0	0.013498312710911136
complexity_bucket	anc_bare	clause_wo	sov	vos	90.0	0.05061867266591676
complexity_bucket	anc_bare	clause_wo	svo	sov	84.0	0.05112598904443092
complexity_bucket	anc_bare	clause_wo	svo	svo	923.0	0.5617772367620207
complexity_bucket	anc_bare	clause_wo	svo	vos	636.0	0.3870967741935484
complexity_bucket	anc_bare	clause_wo	vos	sov	37.5	0.02109111361079865
complexity_bucket	anc_bare	clause_wo	vos	svo	95.5	0.05371203599550056
complexity_bucket	anc_bare	clause_wo	vos	vos	1645.0	0.9251968503937008
complexity_bucket	anc_bare	comp_system_code	b	b	1110.5	0.5255560814008519
complexity_bucket	anc_bare	comp_system_code	b	d	1002.5	0.47444391859914814
complexity_bucket	anc_bare	comp_system_code	d	b	1563.0	0.5064808813998704
complexity_bucket	anc_bare	comp_system_code	d	d	1523.0	0.4935191186001296
complexity_bucket	anc_bare	np_wo	gn	gn	1257.5	0.4685171385991058
complexity_bucket	anc_bare	np_wo	gn	ng	1426.5	0.5314828614008942
complexity_bucket	anc_bare	np_wo	ng	gn	1389.0	0.5522862823061631
complexity_bucket	anc_bare	np_wo	ng	ng	1126.0	0.447713717693837
complexity_bucket	anc_bare	strategy_code	ep	ep	228.75	0.2395287958115183
complexity_bucket	anc_bare	strategy_code	ep	no	223.75	0.2342931937172775
complexity_bucket	anc_bare	strategy_code	ep	pa	251.25	0.2630890052356021
complexity_bucket	anc_bare	strategy_code	ep	se	251.25	0.2630890052356021
complexity_bucket	anc_bare	strategy_code	no	ep	513.0	0.39370683039140447
complexity_bucket	anc_bare	strategy_code	no	no	287.0	0.2202609363008442
complexity_bucket	anc_bare	strategy_code	no	pa	251.5	0.19301611665387566
complexity_bucket	anc_bare	strategy_code	no	se	251.5	0.19301611665387566
complexity_bucket	anc_bare	strategy_code	pa	ep	710.25	0.4370769230769231
complexity_bucket	anc_bare	strategy_code	pa	no	297.25	0.1829230769230769
complexity_bucket	anc_bare	strategy_code	pa	pa	308.75	0.19
complexity_bucket	anc_bare	strategy_code	pa	se	308.75	0.19
complexity_bucket	anc_bare	strategy_code	se	ep	477.25	0.36265197568389057
complexity_bucket	anc_bare	strategy_code	se	no	269.25	0.20459726443768997
complexity_bucket	anc_bare	strategy_code	se	pa	284.75	0.21637537993920972
complexity_bucket	anc_bare	strategy_code	se	se	284.75	0.21637537993920972
complexity_bucket	anc_overt_arg	alignment_code	ac	ac	15782.368421052608	0.9481177712995696
complexity_bucket	anc_overt_arg	alignment_code	ac	er	863.6315789473686	0.05188222870043074
complexity_bucket	anc_overt_arg	alignment_code	er	ac	1069.8684210526308	0.04904728469502718
complexity_bucket	anc_overt_arg	alignment_code	er	er	20743.131578947403	0.9509527153049717
complexity_bucket	anc_overt_arg	anc_wo	ovs	ovs	75.50000000000004	0.029105628373168848
complexity_bucket	anc_overt_arg	anc_wo	ovs	sov	1356.9999999999989	0.5231303006939082
complexity_bucket	anc_overt_arg	anc_wo	ovs	svo	52.49999999999999	0.020239013107170377
complexity_bucket	anc_overt_arg	anc_wo	ovs	vos	1109.0000000000005	0.4275250578257516
complexity_bucket	anc_overt_arg	anc_wo	sov	ovs	2510.9833333333363	0.2109360999103941
complexity_bucket	anc_overt_arg	anc_wo	sov	sov	6023.802631578961	0.5060318070882854
complexity_bucket	anc_overt_arg	anc_wo	sov	svo	736.4473684210525	0.061865538341822165
complexity_bucket	anc_overt_arg	anc_wo	sov	vos	2632.766666666672	0.2211665546594982
complexity_bucket	anc_overt_arg	anc_wo	svo	ovs	99.58333333333341	0.008737679506302847
complexity_bucket	anc_overt_arg	anc_wo	svo	sov	5260.4035087719285	0.46156036753285384
complexity_bucket	anc_overt_arg	anc_wo	svo	svo	2445.3464912280774	0.21456054147829082
complexity_bucket	anc_overt_arg	anc_wo	svo	vos	3591.666666666665	0.31514141148255415
complexity_bucket	anc_overt_arg	anc_wo	vos	ovs	317.5333333333342	0.02527326753687798
complexity_bucket	anc_overt_arg	anc_wo	vos	sov	2367.000000000002	0.18839541547277996
complexity_bucket	anc_overt_arg	anc_wo	vos	svo	2561.249999999999	0.20385625596943688
complexity_bucket	anc_overt_arg	anc_wo	vos	vos	7318.216666666679	0.5824750610209086
complexity_bucket	anc_overt_arg	clause_wo	sov	sov	13973.62631578948	0.9699865553095558
complexity_bucket	anc_overt_arg	clause_wo	sov	svo	409.3736842105262	0.02841688770030027
complexity_bucket	anc_overt_arg	clause_wo	sov	vos	23.000000000000004	0.0015965569901429941
complexity_bucket	anc_overt_arg	clause_wo	svo	sov	372.73421052631693	0.03185762483130923
complexity_bucket	anc_overt_arg	clause_wo	svo	svo	11145.265789473686	0.9525868196131382
complexity_bucket	anc_overt_arg	clause_wo	svo	vos	181.9999999999997	0.015555555555555572
complexity_bucket	anc_overt_arg	clause_wo	vos	sov	11.999999999999991	0.0009714239456002609
complexity_bucket	anc_overt_arg	clause_wo	vos	svo	10.999999999999993	0.0008904719501335726
complexity_bucket	anc_overt_arg	clause_wo	vos	vos	12329.999999999989	0.998138104104268
complexity_bucket	anc_overt_arg	comp_system_code	b	b	11148.4649122807	0.5771621926009867
complexity_bucket	anc_overt_arg	comp_system_code	b	d	8167.535087719304	0.4228378073990098
complexity_bucket	anc_overt_arg	comp_system_code	d	b	8049.714912280712	0.4205043573254287
complexity_bucket	anc_overt_arg	comp_system_code	d	d	11093.285087719307	0.5794956426745685
complexity_bucket	anc_overt_arg	np_wo	gn	gn	15332.166666666732	0.7692622882277197
complexity_bucket	anc_overt_arg	np_wo	gn	ng	4598.833333333336	0.2307377117722804
complexity_bucket	anc_overt_arg	np_wo	ng	gn	4976.416666666675	0.26858898244099116
complexity_bucket	anc_overt_arg	np_wo	ng	ng	13551.58333333329	0.7314110175590087
complexity_bucket	anc_overt_arg	strategy_code	ep	ep	831.3894736842099	0.20784736842105225
complexity_bucket	anc_overt_arg	strategy_code	ep	no	1167.8052631578944	0.2919513157894733
complexity_bucket	anc_overt_arg	strategy_code	ep	pa	1289.3052631578944	0.3223263157894733
complexity_bucket	anc_overt_arg	strategy_code	ep	se	711.5	0.1778749999999998
complexity_bucket	anc_overt_arg	strategy_code	no	ep	3773.8333333333303	0.6564330028410712
complexity_bucket	anc_overt_arg	strategy_code	no	no	464.83333333333326	0.0808546413869076
complexity_bucket	anc_overt_arg	strategy_code	no	pa	641.333333333333	0.11155563286368603
complexity_bucket	anc_overt_arg	strategy_code	no	se	869.0	0.1511567229083314
complexity_bucket	anc_overt_arg	strategy_code	pa	ep	6938.000000000002	0.7778026905829589
complexity_bucket	anc_overt_arg	strategy_code	pa	no	329.0000000000001	0.03688340807174885
complexity_bucket	anc_overt_arg	strategy_code	pa	pa	552.4999999999997	0.06193946188340796
complexity_bucket	anc_overt_arg	strategy_code	pa	se	1100.5	0.12337443946188326
complexity_bucket	anc_overt_arg	strategy_code	se	ep	8323.65614035088	0.4205990975417305
complexity_bucket	anc_overt_arg	strategy_code	se	no	5207.67192982457	0.2631466361710232
complexity_bucket	anc_overt_arg	strategy_code	se	pa	6003.67192982458	0.3033689706834035
complexity_bucket	anc_overt_arg	strategy_code	se	se	255.00000000000006	0.012885295603840274
complexity_bucket	cop_n	alignment_code	ac	ac	3876.0	0.9105003523608175
complexity_bucket	cop_n	alignment_code	ac	er	381.0	0.08949964763918253
complexity_bucket	cop_n	alignment_code	er	ac	366.0	0.08450704225352113
complexity_bucket	cop_n	alignment_code	er	er	3965.0	0.9154929577464789
complexity_bucket	cop_n	anc_wo	ovs	ovs	28.75	0.025397526501766785
complexity_bucket	cop_n	anc_wo	ovs	sov	1074.375	0.9490945229681979
complexity_bucket	cop_n	anc_wo	ovs	svo	5.0	0.00441696113074205
complexity_bucket	cop_n	anc_wo	ovs	vos	23.875	0.021090989399293287
complexity_bucket	cop_n	anc_wo	sov	ovs	1340.5	0.36726027397260275
complexity_bucket	cop_n	anc_wo	sov	sov	1295.875	0.35503424657534244
complexity_bucket	cop_n	anc_wo	sov	svo	30.25	0.008287671232876713
complexity_bucket	cop_n	anc_wo	sov	vos	983.375	0.2694178082191781
complexity_bucket	cop_n	anc_wo	svo	ovs	8.0	0.009603841536614645
complexity_bucket	cop_n	anc_wo	svo	sov	45.125	0.054171668667466984
complexity_bucket	cop_n	anc_wo	svo	svo	79.75	0.09573829531812725
complexity_bucket	cop_n	anc_wo	svo	vos	700.125	0.8404861944777912
complexity_bucket	cop_n	anc_wo	vos	ovs	24.5	0.00824083417423478
complexity_bucket	cop_n	anc_wo	vos	sov	1052.375	0.3539774638412378
complexity_bucket	cop_n	anc_wo	vos	svo	989.0	0.3326606121762529
complexity_bucket	cop_n	anc_wo	vos	vos	907.125	0.30512108980827446
complexity_bucket	cop_n	clause_wo	sov	sov	4975.0	0.9824249605055292
complexity_bucket	cop_n	clause_wo	sov	vos	89.0	0.017575039494470774
complexity_bucket	cop_n	clause_wo	svo	sov	68.0	0.15280898876404495
complexity_bucket	cop_n	clause_wo	svo	svo	232.0	0.5213483146067416
complexity_bucket	cop_n	clause_wo	svo	vos	145.0	0.3258426966292135
complexity_bucket	cop_n	clause_wo	vos	sov	5.0	0.0016239038648911985
complexity_bucket	cop_n	clause_wo	vos	svo	5.0	0.0016239038648911985
complexity_bucket	cop_n	clause_wo	vos	vos	3069.0	0.9967521922702176
complexity_bucket	cop_n	comp_system_code	b	b	2094.0	0.5
complexity_bucket	cop_n	comp_system_code	b	d	2094.0	0.5
complexity_bucket	cop_n	comp_system_code	d	b	2200.0	0.5
complexity_bucket	cop_n	comp_system_code	d	d	2200.0	0.5
complexity_bucket	cop_n	np_wo	gn	gn	180.5	0.04353593825373854
complexity_bucket	cop_n	np_wo	gn	ng	3965.5	0.9564640617462614
complexity_bucket	cop_n	np_wo	ng	gn	4153.5	0.935051778478163
complexity_bucket	cop_n	np_wo	ng	ng	288.5	0.064948221521837
complexity_bucket	cop_n	strategy_code	ep	ep	530.5	0.25
complexity_bucket	cop_n	strategy_code	ep	no	530.5	0.25
complexity_bucket	cop_n	strategy_code	ep	pa	530.5	0.25
complexity_bucket	cop_n	strategy_code	ep	se	530.5	0.25
complexity_bucket	cop_n	strategy_code	no	ep	524.25	0.25
complexity_bucket	cop_n	strategy_code	no	no	524.25	0.25
complexity_bucket	cop_n	strategy_code	no	pa	524.25	0.25
complexity_bucket	cop_n	strategy_code	no	se	524.25	0.25
complexity_bucket	cop_n	strategy_code	pa	ep	535.25	0.25
complexity_bucket	cop_n	strategy_code	pa	no	535.25	0.25
complexity_bucket	cop_n	strategy_code	pa	pa	535.25	0.25
complexity_bucket	cop_n	strategy_code	pa	se	535.25	0.25
complexity_bucket	cop_n	strategy_code	se	ep	557.0	0.25
complexity_bucket	cop_n	strategy_code	se	no	557.0	0.25
complexity_bucket	cop_n	strategy_code	se	pa	557.0	0.25
complexity_bucket	cop_n	strategy_code	se	se	557.0	0.25
