row_id	source_uid	pair_id	use_for	good_stem	bad_stem	sentence_good	sentence_bad	lexically_identical
85	intransitive	98	1.9_intran_V_valency	exist	scare	This bike is existing.	This bike is scaring.	false
86	intransitive	99	1.9_intran_V_valency	murmur	boastabout	The actor's employee murmurs.	The actor's employee boasts about.	false
87	intransitive	100	1.9_intran_V_valency	stretch	looklike	Those actresses stretch.	Those actresses look like.	false
88	intransitive	101	1.9_intran_V_valency	chip	looklike	This plane chipped.	This plane looked like.	false
89	intransitive	102	1.9_intran_V_valency	see	boastabout	Wendy hadn't seen.	Wendy hadn't boasted about.	false
90	intransitive	103	1.9_intran_V_valency	complain	conceal	Maria was complaining.	Maria was concealing.	false
91	intransitive	104	1.9_intran_V_valency	cope	talkabout	Those governments were coping.	Those governments were talking about.	false
92	intransitive	105	1.9_intran_V_valency	yawn	arriveat	Some mother of Caroline is yawning.	Some mother of Caroline is arriving at.	false
93	intransitive	106	1.9_intran_V_valency	reply	complainabout	Julie replies.	Julie complained about.	false
94	intransitive	107	1.9_intran_V_valency	practice	carefor	Candice's students haven't practiced.	Candice's students haven't cared for.	false
95	intransitive	108	1.9_intran_V_valency	fling	resemble	Some eyes flung open.	Some eyes resemble.	false
96	intransitive	109	1.9_intran_V_valency	yawn	driveto	Katherine won't yawn.	Katherine won't drive to.	false
97	intransitive	110	1.9_intran_V_valency	change	dropby	The Impressionists have changed.	The Impressionists have dropped by.	false
98	intransitive	111	1.9_intran_V_valency	stretch	talkabout	Some son of Nancy stretched.	Some son of Nancy talked about.	false
99	intransitive	112	1.9_intran_V_valency	crumple	looklike	Most shoes do crumple.	Most shoes do look like.	false
100	intransitive	113	1.9_intran_V_valency	weep	conceal	Deborah had wept.	Deborah had concealed.	false
101	intransitive	114	1.9_intran_V_valency	exist	soundlike	Sarah's brother exists.	Sarah's brother sounds like.	false
102	intransitive	115	1.9_intran_V_valency	flatten	resemble	The blouses can flatten.	The blouses can resemble.	false
103	intransitive	117	1.9_intran_V_valency	talk	goto	Aaron talked.	Aaron went to.	false
104	intransitive	118	1.9_intran_V_valency	interact	conceal	Christine's friends will interact.	Christine's friends will conceal.	false
105	intransitive	119	1.9_intran_V_valency	shut	looklike	Those doors shut.	Those doors look like.	false
106	intransitive	120	1.9_intran_V_valency	sitdown	dislike	Those daughters of Pamela wouldn't sit down.	Those daughters of Pamela wouldn't dislike.	false
107	intransitive	121	1.9_intran_V_valency	mutter	looklike	Andrea was muttering.	Andrea was looking like.	false
108	intransitive	123	1.9_intran_V_valency	open	looklike	That closet opens.	That closet looked like.	false
109	intransitive	124	1.9_intran_V_valency	boast	driveto	Most actors boast.	Most actors drive to.	false
110	intransitive	125	1.9_intran_V_valency	confer	reference	Some banks confer.	Some banks reference.	false
111	intransitive	127	1.9_intran_V_valency	succeed	goto	Some student's podiatrists had succeeded.	Some student's podiatrists had gone to.	false
112	intransitive	128	1.9_intran_V_valency	slow	looklike	The plane slowed.	The plane looks like.	false
113	intransitive	129	1.9_intran_V_valency	sitdown	complainabout	That grandmother of Anne sits down.	That grandmother of Anne complains about.	false
114	intransitive	131	1.9_intran_V_valency	vaporize	scare	The lakes would vaporize.	The lakes would scare.	false
115	intransitive	133	1.9_intran_V_valency	fight	fire	This museum was fighting.	This museum was firing.	false
116	intransitive	134	1.9_intran_V_valency	wasteaway	resemble	Most tomatoes hadn't wasted away.	Most tomatoes hadn't resembled.	false
117	intransitive	135	1.9_intran_V_valency	soak	resemble	Those blouses soaked.	Those blouses resemble.	false
118	intransitive	136	1.9_intran_V_valency	kiss	admire	Ruth's dentists haven't kissed.	Ruth's dentists haven't admired.	false
119	intransitive	137	1.9_intran_V_valency	burn	resemble	That spinach burns.	That spinach resembles.	false
120	intransitive	138	1.9_intran_V_valency	wakeup	talkto	Alexander hasn't woken up.	Alexander hasn't talked to.	false
121	intransitive	140	1.9_intran_V_valency	whisper	conceal	Stacy has whispered.	Stacy has concealed.	false
122	intransitive	141	1.9_intran_V_valency	debate	looklike	The bank hadn't debated.	The bank hadn't looked like.	false
123	intransitive	142	1.9_intran_V_valency	fray	resemble	A shoe frayed.	A shoe resembles.	false
124	intransitive	143	1.9_intran_V_valency	fall	scare	Marcus's plumbers fall asleep.	Marcus's plumbers scare.	false
125	intransitive	145	1.9_intran_V_valency	yell	fire	All actors yell.	All actors fire.	false
126	intransitive	146	1.9_intran_V_valency	sigh	conceal	Pamela's classmate wasn't sighing.	Pamela's classmate wasn't concealing.	false
127	intransitive	147	1.9_intran_V_valency	worry	walkthrough	Many girls worry.	Many girls walked through.	false
128	intransitive	148	1.9_intran_V_valency	negotiate	talkabout	Some legislatures negotiated.	Some legislatures talk about.	false
129	intransitive	149	1.9_intran_V_valency	brighten	looklike	This candle won't brighten.	This candle won't look like.	false
130	intransitive	151	1.9_intran_V_valency	perform	biketo	Claire had performed.	Claire had biked to.	false
131	intransitive	152	1.9_intran_V_valency	practice	reveal	Every patient isn't practicing.	Every patient isn't revealing.	false
132	intransitive	153	1.9_intran_V_valency	shatter	resemble	A skateboard shattered.	A skateboard resembled.	false
133	intransitive	154	1.9_intran_V_valency	dim	scare	These lights dimmed.	These lights scare.	false
134	intransitive	155	1.9_intran_V_valency	blink	biketo	Michael isn't blinking.	Michael isn't biking to.	false
135	intransitive	157	1.9_intran_V_valency	spinaround	scare	Timothy's doctors were spinning around.	Timothy's doctors were scaring.	false
136	intransitive	158	1.9_intran_V_valency	shut	scare	Some mouth will shut.	Some mouth will scare.	false
137	intransitive	159	1.9_intran_V_valency	lie	cure	Mary is lying.	Mary is curing.	false
138	intransitive	160	1.9_intran_V_valency	maneuver	resemble	Every cart had maneuvered.	Every cart had resembled.	false
139	intransitive	161	1.9_intran_V_valency	wrinkle	resemble	Most scarves did wrinkle.	Most scarves did resemble.	false
140	intransitive	162	1.9_intran_V_valency	suffer	returnto	Phillip has suffered.	Phillip has returned to.	false
141	intransitive	163	1.9_intran_V_valency	compromise	complainabout	Tammy compromised.	Tammy complained about.	false
142	intransitive	164	1.9_intran_V_valency	divorce	conceal	Erin's dermatologists have divorced.	Erin's dermatologists have concealed.	false
143	intransitive	166	1.9_intran_V_valency	shrink	resemble	This sock shrinks.	This sock resembled.	false
144	intransitive	167	1.9_intran_V_valency	condense	scare	The ice cream did condense.	The ice cream did scare.	false
145	intransitive	168	1.9_intran_V_valency	worry	boastabout	Dawn's oncologists had worried.	Dawn's oncologists had boasted about.	false
146	intransitive	169	1.9_intran_V_valency	close	looklike	The eye is closing.	The eye is looking like.	false
147	intransitive	170	1.9_intran_V_valency	sigh	talkabout	Tanya's ex-husbands might sigh.	Tanya's ex-husbands might talk about.	false
148	intransitive	171	1.9_intran_V_valency	laugh	go	Many nieces of Bruce are laughing.	Many nieces of Bruce are going to.	false
149	intransitive	172	1.9_intran_V_valency	swallow	argueabout	Carmen's electricians haven't swallowed.	Carmen's electricians haven't argued about.	false
150	intransitive	173	1.9_intran_V_valency	shout	driveto	Veronica does shout.	Veronica does drive to.	false
151	intransitive	174	1.9_intran_V_valency	salute	boastabout	Alicia salutes.	Alicia boasted about.	false
152	intransitive	176	1.9_intran_V_valency	murmur	scare	Cindy has murmured.	Cindy has scared.	false
153	intransitive	178	1.9_intran_V_valency	see	lift	Stephen's associate had seen.	Stephen's associate had lifted.	false
154	intransitive	180	1.9_intran_V_valency	dim	resemble	A lot of lights dimmed.	A lot of lights resembled.	false
155	intransitive	181	1.9_intran_V_valency	react	fire	Linda's senators had reacted.	Linda's senators had fired.	false
156	intransitive	182	1.9_intran_V_valency	evaporate	scare	Most icicles were evaporating.	Most icicles were scaring.	false
157	intransitive	186	1.9_intran_V_valency	train	respect	Wendy trains.	Wendy respected.	false
158	intransitive	188	1.9_intran_V_valency	hunt	dropby	Candice isn't hunting.	Candice isn't dropping by.	false
159	intransitive	189	1.9_intran_V_valency	exist	resemble	The spinach exists.	The spinach resembled.	false
160	intransitive	190	1.9_intran_V_valency	steer	scare	Some unicycles had steered.	Some unicycles had scared.	false
161	intransitive	193	1.9_intran_V_valency	vanish	talkto	Marla's ex-girlfriends vanish.	Marla's ex-girlfriends talked to.	false
162	intransitive	195	1.9_intran_V_valency	argue	arriveat	Jerry's bosses argue.	Jerry's bosses arrive at.	false
163	intransitive	196	1.9_intran_V_valency	wakeup	dislike	Nicole's sons will wake up.	Nicole's sons will dislike.	false
164	intransitive	212	1.9_intran_V_valency	dry	looklike	Some scarf dries.	Some scarf looks like.	false
165	intransitive	198	1.9_intran_V_valency	exist	conceal	Rose isn't existing.	Rose isn't concealing.	false
166	intransitive	202	1.9_intran_V_valency	shrink	scare	Those shirts shrink.	Those shirts scare.	false
167	intransitive	203	1.9_intran_V_valency	depart	talkto	Tracy will depart.	Tracy will talk to.	false
168	intransitive	238	1.9_intran_V_valency	nod	fire	Kathleen can nod.	Kathleen can fire.	false
169	intransitive	205	1.9_intran_V_valency	cook	find	A lot of boys can cook.	A lot of boys can find.	false
170	intransitive	206	1.9_intran_V_valency	surrender	admire	A lot of committees hadn't surrendered.	A lot of committees hadn't admired.	false
171	intransitive	207	1.9_intran_V_valency	wasteaway	reveal	Lori hadn't wasted away.	Lori hadn't revealed.	false
172	intransitive	210	1.9_intran_V_valency	vanish	looklike	That book had vanished.	That book had looked like.	false
173	intransitive	211	1.9_intran_V_valency	bake	argueabout	Michael will bake.	Michael will argue about.	false
174	intransitive	213	1.9_intran_V_valency	communicate	returnto	William's ex-wives communicate.	William's ex-wives returned to.	false
175	intransitive	214	1.9_intran_V_valency	hunt	lift	Aaron has hunted.	Aaron has lifted.	false
176	intransitive	215	1.9_intran_V_valency	chuckle	wear	Charles's dermatologist chuckles.	Charles's dermatologist wore.	false
177	intransitive	216	1.9_intran_V_valency	crack	looklike	This computer cracked.	This computer looks like.	false
178	intransitive	218	1.9_intran_V_valency	fall	lift	The Borgias' daughters fall asleep.	The Borgias' daughters lifted.	false
179	intransitive	219	1.9_intran_V_valency	reply	reference	This university hadn't replied.	This university hadn't referenced.	false
180	intransitive	220	1.9_intran_V_valency	donate	scare	The universities donated.	The universities scared.	false
181	intransitive	221	1.9_intran_V_valency	close	scare	A closet couldn't close.	A closet couldn't scare.	false
182	intransitive	223	1.9_intran_V_valency	whisper	carefor	That lady whispers.	That lady cares for.	false
183	intransitive	224	1.9_intran_V_valency	date	find	All granddaughters of the Clintons have dated.	All granddaughters of the Clintons have found.	false
184	intransitive	225	1.9_intran_V_valency	explain	respect	Rodney's sons explain everything.	Rodney's sons respected.	false
185	intransitive	226	1.9_intran_V_valency	rust	resemble	The cart can't rust.	The cart can't resemble.	false
186	intransitive	227	1.9_intran_V_valency	write	fire	Janet writes.	Janet fires.	false
187	intransitive	228	1.9_intran_V_valency	ripen	looklike	The pepper ripened.	The pepper looked like.	false
188	intransitive	229	1.9_intran_V_valency	sitdown	disagreewith	Jennifer sat down.	Jennifer disagrees with.	false
189	intransitive	231	1.9_intran_V_valency	argue	resemble	Many patients argued.	Many patients resembled.	false
190	intransitive	232	1.9_intran_V_valency	assemble	workwith	Legislatures were assembling.	Legislatures were working with.	false
191	intransitive	233	1.9_intran_V_valency	roll	scare	A lot of unicycles are rolling.	A lot of unicycles are scaring.	false
192	intransitive	234	1.9_intran_V_valency	succeed	bike	Rachel's mentors were succeeding.	Rachel's mentors were biking to.	false
193	intransitive	235	1.9_intran_V_valency	fall	soundlike	Craig fell asleep.	Craig sounded like.	false
194	intransitive	236	1.9_intran_V_valency	roll	resemble	A wheelbarrow rolled.	A wheelbarrow resembled.	false
195	intransitive	240	1.9_intran_V_valency	mutter	dropby	Holly was muttering.	Holly was dropping by.	false
196	intransitive	241	1.9_intran_V_valency	reply	conceal	The people wouldn't reply.	The people wouldn't conceal.	false
197	intransitive	243	1.9_intran_V_valency	respond	fleefrom	Melissa's nieces could respond.	Melissa's nieces could flee from.	false
198	intransitive	244	1.9_intran_V_valency	sigh	arriveat	Many guys had sighed.	Many guys had arrived at.	false
199	intransitive	245	1.9_intran_V_valency	write	dropby	Eric can't write.	Eric can't drop by.	false
200	intransitive	246	1.9_intran_V_valency	accelerate	resemble	Every carriage accelerated.	Every carriage resembled.	false
